name,optim,size,time,bandwidth
naive,1,11,0.013614,2464700455.413545
naive,1,11,0.013396,2504809793.968349
naive,1,11,0.013346,2514193915.780009
naive,1,11,0.013199,2542195014.773846
naive,1,11,0.013301,2522699947.372378
naive,1,11,0.013281,2526498908.214743
naive,1,11,0.013308,2521373008.716561
naive,1,11,0.013356,2512311470.500150
naive,1,11,0.013117,2558087367.538309
naive,1,11,0.013135,2554581804.339550
naive,1,11,0.013295,2523838435.502069
naive,1,11,0.013381,2507617666.841043
naive,1,11,0.013309,2521183559.996994
naive,1,11,0.013092,2562972196.761381
naive,1,11,0.013121,2557307522.292508
naive,1,11,0.013221,2537964753.044399
naive,1,11,0.013083,2564735305.358099
naive,1,11,0.013028,2575562787.841572
naive,1,11,0.013096,2562189370.800244
naive,1,11,0.012813,2618780301.256536
naive,1,11,0.014492,2315376207.562793
naive,1,11,0.013543,2477621797.238426
naive,1,11,0.013384,2507055588.762702
naive,1,11,0.013154,2550891896.001216
naive,1,11,0.013414,2501448635.753690
naive,1,11,0.013363,2510995435.156776
naive,1,11,0.014179,2366487904.647718
naive,1,12,0.062887,2134268258.940639
naive,1,12,0.063449,2115363961.606960
naive,1,12,0.063431,2115964244.612256
naive,1,12,0.063492,2113931329.931330
naive,1,12,0.063657,2108451984.856339
naive,1,12,0.063596,2110474369.457199
naive,1,12,0.063304,2120209275.875142
naive,1,12,0.063910,2100105273.040213
naive,1,12,0.063387,2117433038.320160
naive,1,12,0.062968,2131522805.234405
naive,1,12,0.063093,2127299827.239155
naive,1,12,0.063483,2114231022.478459
naive,1,12,0.063534,2112533887.367394
naive,1,12,0.062943,2132369413.596429
naive,1,12,0.063821,2103033923.003400
naive,1,12,0.063050,2128750642.347343
naive,1,12,0.063359,2118368787.386165
naive,1,12,0.063005,2130271057.852551
naive,1,12,0.062350,2152650008.019246
naive,1,12,0.063078,2127805700.878278
naive,1,12,0.063451,2115297284.518763
naive,1,12,0.063934,2099316920.574342
naive,1,12,0.063273,2121248052.091730
naive,1,12,0.062974,2131319719.249214
naive,1,12,0.063008,2130169629.253428
naive,1,12,0.062924,2133013285.868667
naive,1,12,0.062951,2132098425.759718
naive,1,12,0.063313,2119907886.216101
naive,1,12,0.063351,2118636296.191062
naive,1,12,0.063090,2127400982.723094
naive,1,12,0.063139,2125749980.202410
naive,1,12,0.063107,2126827895.479107
naive,1,12,0.062791,2137531302.256693
naive,1,12,0.063088,2127468425.057063
naive,1,12,0.063160,2125043191.893604
naive,1,12,0.063708,2106764111.257613
naive,1,12,0.063641,2108982071.306233
naive,1,12,0.063085,2127569596.576048
naive,1,12,0.063285,2120845824.444971
naive,1,12,0.063109,2126760493.748911
naive,1,12,0.063136,2125850988.342626
naive,1,12,0.062884,2134370078.239298
naive,1,12,0.062585,2144567036.829911
naive,1,12,0.063034,2129290985.817178
naive,1,12,0.063624,2109545580.284169
naive,1,12,0.062833,2136102493.912435
naive,1,12,0.063364,2118201628.685058
naive,1,12,0.063202,2123631024.334673
naive,1,12,0.063050,2128750642.347343
naive,1,12,0.064217,2090065372.097731
naive,1,13,0.259293,2070518340.256004
naive,1,13,0.262613,2044342481.141452
naive,1,13,0.259236,2070973599.345770
naive,1,13,0.258246,2078912788.581430
naive,1,13,0.262152,2047937501.907290
naive,1,13,0.260132,2063840327.218489
naive,1,13,0.259118,2071916702.043084
naive,1,13,0.261041,2056653598.476867
naive,1,13,0.260332,2062254782.354839
naive,1,13,0.261876,2050095892.712582
naive,1,13,0.261209,2055330834.695588
naive,1,13,0.263642,2036363371.541712
naive,1,13,0.266415,2015167734.549481
naive,1,13,0.261735,2051200305.652664
naive,1,13,0.262513,2045121239.710033
naive,1,13,0.263052,2040930736.128218
naive,1,13,0.260528,2060703310.200823
naive,1,13,0.261762,2050988730.220582
naive,1,13,0.261868,2050158522.614447
naive,1,13,0.259816,2066350463.404871
naive,1,13,0.262539,2044918705.411386
naive,1,13,0.261527,2052831684.682652
naive,1,13,0.262311,2046696143.127814
naive,1,13,0.261806,2050644034.132144
naive,1,13,0.264716,2028101482.343342
naive,1,13,0.262736,2043385421.107119
naive,1,13,0.260230,2063063105.714176
naive,1,13,0.260866,2058033289.121618
naive,1,13,0.260556,2060481861.864628
naive,1,13,0.259462,2069169712.713229
naive,1,13,0.261019,2056826943.632456
naive,1,13,0.264126,2032631819.661828
naive,1,13,0.265605,2021313273.470003
naive,1,13,0.264246,2031708756.234721
naive,1,13,0.277250,1936414470.694319
naive,1,13,0.263041,2041016084.944932
naive,1,13,0.262617,2044311343.134679
naive,1,13,0.262562,2044739573.891119
naive,1,13,0.269098,1995075816.245383
naive,1,13,0.261120,2056031372.549020
naive,1,13,0.262080,2048500122.100122
naive,1,13,0.268358,2000577258.736464
naive,1,13,0.262714,2043556536.766217
naive,1,13,0.262170,2047796895.144372
naive,1,13,0.261509,2052972983.721402
naive,1,13,0.260712,2059248949.031882
naive,1,13,0.261496,2053075045.124973
naive,1,13,0.267121,2009841652.284920
naive,1,13,0.262122,2048171889.425534
naive,1,13,0.261871,2050135035.952816
naive,1,14,1.333290,1610665082.615185
naive,1,14,1.223721,1754880114.012916
naive,1,14,1.294347,1659125140.321722
naive,1,14,1.299919,1652013431.606123
naive,1,14,1.208176,1777459284.077816
naive,1,14,1.353288,1586863733.366438
naive,1,14,1.292339,1661703042.313201
naive,1,14,1.448915,1482132249.303789
naive,1,14,1.336201,1607156144.921310
naive,1,14,1.510306,1421886457.446372
naive,1,14,1.371662,1565607013.972830
naive,1,14,1.267975,1693632483.290286
naive,1,14,1.207748,1778089177.543660
naive,1,14,1.371744,1565513425.245527
naive,1,14,1.295672,1657428460.289333
naive,1,14,1.311290,1637687809.714098
naive,1,14,1.295787,1657281364.915684
naive,1,14,1.237977,1734671684.530488
naive,1,14,1.327138,1618131383.473309
naive,1,14,1.297596,1654970921.611966
naive,1,14,1.240611,1730988720.880276
naive,1,14,1.330170,1614443002.022298
naive,1,14,1.373875,1563085177.326904
naive,1,14,1.370929,1566444103.232188
naive,1,14,1.284781,1671478367.130274
naive,1,14,1.260647,1703477379.472604
naive,1,14,1.228325,1748302483.463253
naive,1,14,1.224139,1754280884.768805
naive,1,14,1.220567,1759414803.120189
naive,1,14,1.133136,1895168495.220344
naive,1,14,1.223995,1754487271.598332
naive,1,14,1.207806,1778003791.999709
naive,1,14,1.268690,1692677996.989020
naive,1,14,1.167462,1839446292.898612
naive,1,14,1.255881,1709941983.356703
naive,1,14,1.229443,1746712656.056442
naive,1,14,1.167206,1839849733.466072
naive,1,14,1.160009,1851264643.636385
naive,1,14,1.123725,1911040199.337026
naive,1,14,1.149664,1867922843.543853
naive,1,14,1.181014,1818338857.964427
naive,1,14,1.163072,1846389258.790513
naive,1,14,1.137319,1888198164.279327
naive,1,14,1.183091,1815146635.381387
naive,1,14,1.194851,1797281542.217398
naive,1,14,1.180980,1818391207.302410
naive,1,14,1.114410,1927013978.697248
